manifest,subject,content_type,item_id,file_path,lesson,tags,status
expected-content,microbiology,lesson,microbiology-08-immunology-and-infection-03-innate-immunity,,08-immunology-and-infection-03-innate-immunity,,MATCHED
expected-content,microbiology,lesson,microbiology-08-immunology-and-infection-04-adaptive-immunity,,08-immunology-and-infection-04-adaptive-immunity,,MATCHED
expected-content,microbiology,lesson,microbiology-08-immunology-and-infection-05-epidemiology-and-infection-control,,08-immunology-and-infection-05-epidemiology-and-infection-control,,MATCHED
expected-content,microbiology,note,microbiology-01-foundations-of-microbiology-01-what-microbiology-is-and-why-it-matters,content/microbiology/notes/microbiology-01-foundations-of-microbiology-01-what-microbiology-is-and-why-it-matters.md,01-foundations-of-microbiology-01-what-microbiology-is-and-why-it-matters,what|microbiology|is|why|it|matters,MATCHED
expected-content,microbiology,note,microbiology-01-foundations-of-microbiology-02-history-of-microbiology-and-germ-theory,content/microbiology/notes/microbiology-01-foundations-of-microbiology-02-history-of-microbiology-and-germ-theory.md,01-foundations-of-microbiology-02-history-of-microbiology-and-germ-theory,history|microbiology|germ|theory,MATCHED
expected-content,microbiology,note,microbiology-01-foundations-of-microbiology-03-classification-and-naming-of-microorganisms,content/microbiology/notes/microbiology-01-foundations-of-microbiology-03-classification-and-naming-of-microorganisms.md,01-foundations-of-microbiology-03-classification-and-naming-of-microorganisms,classification|naming|microorganisms,MATCHED
expected-content,microbiology,note,microbiology-01-foundations-of-microbiology-04-overview-of-microbial-groups,content/microbiology/notes/microbiology-01-foundations-of-microbiology-04-overview-of-microbial-groups.md,01-foundations-of-microbiology-04-overview-of-microbial-groups,overview|microbial|groups,MATCHED
expected-content,microbiology,note,microbiology-02-microscopy-staining-and-lab-skills-01-microscopy-types-and-principles,content/microbiology/notes/microbiology-02-microscopy-staining-and-lab-skills-01-microscopy-types-and-principles.md,02-microscopy-staining-and-lab-skills-01-microscopy-types-and-principles,microscopy|types|principles,MATCHED
expected-content,microbiology,note,microbiology-02-microscopy-staining-and-lab-skills-02-preparing-specimens-and-simple-stains,content/microbiology/notes/microbiology-02-microscopy-staining-and-lab-skills-02-preparing-specimens-and-simple-stains.md,02-microscopy-staining-and-lab-skills-02-preparing-specimens-and-simple-stains,preparing|specimens|simple|stains,MATCHED
expected-content,microbiology,note,microbiology-02-microscopy-staining-and-lab-skills-03-differential-stains-gram-and-acid-fast,content/microbiology/notes/microbiology-02-microscopy-staining-and-lab-skills-03-differential-stains-gram-and-acid-fast.md,02-microscopy-staining-and-lab-skills-03-differential-stains-gram-and-acid-fast,differential|stains|gram|acid|fast,MATCHED
expected-content,microbiology,note,microbiology-02-microscopy-staining-and-lab-skills-04-culturing-microorganisms-and-aseptic-technique,content/microbiology/notes/microbiology-02-microscopy-staining-and-lab-skills-04-culturing-microorganisms-and-aseptic-technique.md,02-microscopy-staining-and-lab-skills-04-culturing-microorganisms-and-aseptic-technique,culturing|microorganisms|aseptic|technique,MATCHED
expected-content,microbiology,note,microbiology-03-bacterial-cell-structure-and-function-01-prokaryotic-vs-eukaryotic-cells,content/microbiology/notes/microbiology-03-bacterial-cell-structure-and-function-01-prokaryotic-vs-eukaryotic-cells.md,03-bacterial-cell-structure-and-function-01-prokaryotic-vs-eukaryotic-cells,prokaryotic|vs|eukaryotic|cells,MATCHED
expected-content,microbiology,note,microbiology-03-bacterial-cell-structure-and-function-02-bacterial-shapes-arrangements-and-envelope,content/microbiology/notes/microbiology-03-bacterial-cell-structure-and-function-02-bacterial-shapes-arrangements-and-envelope.md,03-bacterial-cell-structure-and-function-02-bacterial-shapes-arrangements-and-envelope,bacterial|shapes|arrangements|cell|envelope,MATCHED
expected-content,microbiology,note,microbiology-03-bacterial-cell-structure-and-function-03-the-bacterial-cell-wall,content/microbiology/notes/microbiology-03-bacterial-cell-structure-and-function-03-the-bacterial-cell-wall.md,03-bacterial-cell-structure-and-function-03-the-bacterial-cell-wall,bacterial|cell|wall|gram|positive|vs|negative,MATCHED
expected-content,microbiology,note,microbiology-03-bacterial-cell-structure-and-function-04-external-and-internal-bacterial-structures,content/microbiology/notes/microbiology-03-bacterial-cell-structure-and-function-04-external-and-internal-bacterial-structures.md,03-bacterial-cell-structure-and-function-04-external-and-internal-bacterial-structures,external|internal|bacterial|structures,MATCHED
expected-content,microbiology,note,microbiology-03-bacterial-cell-structure-and-function-05-endospores,content/microbiology/notes/microbiology-03-bacterial-cell-structure-and-function-05-endospores.md,03-bacterial-cell-structure-and-function-05-endospores,endospores,MATCHED
expected-content,microbiology,note,microbiology-04-microbial-metabolism-and-growth-01-microbial-nutrition-and-nutritional-types,content/microbiology/notes/microbiology-04-microbial-metabolism-and-growth-01-microbial-nutrition-and-nutritional-types.md,04-microbial-metabolism-and-growth-01-microbial-nutrition-and-nutritional-types,microbial|nutrition|nutritional|types,MATCHED
expected-content,microbiology,note,microbiology-04-microbial-metabolism-and-growth-02-enzymes-and-microbial-metabolism,content/microbiology/notes/microbiology-04-microbial-metabolism-and-growth-02-enzymes-and-microbial-metabolism.md,04-microbial-metabolism-and-growth-02-enzymes-and-microbial-metabolism,enzymes|microbial|metabolism,MATCHED
expected-content,microbiology,note,microbiology-04-microbial-metabolism-and-growth-03-bacterial-growth-and-the-growth-curve,content/microbiology/notes/microbiology-04-microbial-metabolism-and-growth-03-bacterial-growth-and-the-growth-curve.md,04-microbial-metabolism-and-growth-03-bacterial-growth-and-the-growth-curve,bacterial|growth|curve,MATCHED
expected-content,microbiology,note,microbiology-04-microbial-metabolism-and-growth-04-environmental-requirements-for-growth,content/microbiology/notes/microbiology-04-microbial-metabolism-and-growth-04-environmental-requirements-for-growth.md,04-microbial-metabolism-and-growth-04-environmental-requirements-for-growth,environmental|requirements|growth,MATCHED
expected-content,microbiology,note,microbiology-05-microbial-genetics-01-bacterial-molecular-genetics,content/microbiology/notes/microbiology-05-microbial-genetics-01-bacterial-molecular-genetics.md,05-microbial-genetics-01-bacterial-molecular-genetics,dna|replication|transcription|translation|bacteria,MATCHED
expected-content,microbiology,note,microbiology-05-microbial-genetics-02-mutation-and-its-consequences,content/microbiology/notes/microbiology-05-microbial-genetics-02-mutation-and-its-consequences.md,05-microbial-genetics-02-mutation-and-its-consequences,mutation|its|consequences,MATCHED
expected-content,microbiology,note,microbiology-05-microbial-genetics-03-horizontal-gene-transfer,content/microbiology/notes/microbiology-05-microbial-genetics-03-horizontal-gene-transfer.md,05-microbial-genetics-03-horizontal-gene-transfer,horizontal|gene|transfer,MATCHED
expected-content,microbiology,note,microbiology-05-microbial-genetics-04-genetic-basis-of-antimicrobial-resistance,content/microbiology/notes/microbiology-05-microbial-genetics-04-genetic-basis-of-antimicrobial-resistance.md,05-microbial-genetics-04-genetic-basis-of-antimicrobial-resistance,genetic|basis|antimicrobial|resistance,MATCHED
expected-content,microbiology,note,microbiology-06-control-of-microbial-growth-01-physical-methods-of-control,content/microbiology/notes/microbiology-06-control-of-microbial-growth-01-physical-methods-of-control.md,06-control-of-microbial-growth-01-physical-methods-of-control,physical|methods|control,MATCHED
expected-content,microbiology,note,microbiology-06-control-of-microbial-growth-02-chemical-methods-of-control,content/microbiology/notes/microbiology-06-control-of-microbial-growth-02-chemical-methods-of-control.md,06-control-of-microbial-growth-02-chemical-methods-of-control,chemical|methods|control,MATCHED
expected-content,microbiology,note,microbiology-06-control-of-microbial-growth-03-antimicrobial-drugs-and-mechanisms,content/microbiology/notes/microbiology-06-control-of-microbial-growth-03-antimicrobial-drugs-and-mechanisms.md,06-control-of-microbial-growth-03-antimicrobial-drugs-and-mechanisms,antimicrobial|drugs|mechanisms,MATCHED
expected-content,microbiology,note,microbiology-06-control-of-microbial-growth-04-antimicrobial-resistance-and-stewardship,content/microbiology/notes/microbiology-06-control-of-microbial-growth-04-antimicrobial-resistance-and-stewardship.md,06-control-of-microbial-growth-04-antimicrobial-resistance-and-stewardship,antimicrobial|resistance|stewardship,MATCHED
expected-content,microbiology,note,microbiology-07-viruses-fungi-parasites-and-prions-01-viruses-structure-and-classification,content/microbiology/notes/microbiology-07-viruses-fungi-parasites-and-prions-01-viruses-structure-and-classification.md,07-viruses-fungi-parasites-and-prions-01-viruses-structure-and-classification,viruses|structure|classification,MATCHED
expected-content,microbiology,note,microbiology-07-viruses-fungi-parasites-and-prions-02-viral-replication-cycles,content/microbiology/notes/microbiology-07-viruses-fungi-parasites-and-prions-02-viral-replication-cycles.md,07-viruses-fungi-parasites-and-prions-02-viral-replication-cycles,viral|replication|cycles,MATCHED
expected-content,microbiology,note,microbiology-07-viruses-fungi-parasites-and-prions-03-fungi,content/microbiology/notes/microbiology-07-viruses-fungi-parasites-and-prions-03-fungi.md,07-viruses-fungi-parasites-and-prions-03-fungi,fungi,MATCHED
expected-content,microbiology,note,microbiology-07-viruses-fungi-parasites-and-prions-04-protozoa-and-helminths,content/microbiology/notes/microbiology-07-viruses-fungi-parasites-and-prions-04-protozoa-and-helminths.md,07-viruses-fungi-parasites-and-prions-04-protozoa-and-helminths,protozoa|helminths,MATCHED
expected-content,microbiology,note,microbiology-07-viruses-fungi-parasites-and-prions-05-prions-and-emerging-agents,content/microbiology/notes/microbiology-07-viruses-fungi-parasites-and-prions-05-prions-and-emerging-agents.md,07-viruses-fungi-parasites-and-prions-05-prions-and-emerging-agents,prions|emerging|agents,MATCHED
expected-content,microbiology,note,microbiology-08-immunology-and-infection-01-host-microbe-relationships-and-microbiota,content/microbiology/notes/microbiology-08-immunology-and-infection-01-host-microbe-relationships-and-microbiota.md,08-immunology-and-infection-01-host-microbe-relationships-and-microbiota,host|microbe|relationships|normal|microbiota,MATCHED
expected-content,microbiology,note,microbiology-08-immunology-and-infection-02-pathogenicity-and-virulence,content/microbiology/notes/microbiology-08-immunology-and-infection-02-pathogenicity-and-virulence.md,08-immunology-and-infection-02-pathogenicity-and-virulence,pathogenicity|virulence,MATCHED
expected-content,microbiology,note,microbiology-08-immunology-and-infection-03-innate-immunity,content/microbiology/notes/microbiology-08-immunology-and-infection-03-innate-immunity.md,08-immunology-and-infection-03-innate-immunity,innate|immunity,MATCHED
expected-content,microbiology,note,microbiology-08-immunology-and-infection-04-adaptive-immunity,content/microbiology/notes/microbiology-08-immunology-and-infection-04-adaptive-immunity.md,08-immunology-and-infection-04-adaptive-immunity,adaptive|immunity,MATCHED
expected-content,microbiology,note,microbiology-08-immunology-and-infection-05-epidemiology-and-infection-control,content/microbiology/notes/microbiology-08-immunology-and-infection-05-epidemiology-and-infection-control.md,08-immunology-and-infection-05-epidemiology-and-infection-control,epidemiology|infection|control,MATCHED
expected-content,genetics,subject-summary,genetics,,,lessons=16|notes=16|questions=192|assets=0|tags=480,MATCHED
expected-content,genetics,lesson,genetics-introduction-to-genetics-and-history,,introduction-to-genetics-and-history,,MATCHED
expected-content,genetics,lesson,genetics-cell-division-and-chromosomes,,cell-division-and-chromosomes,,MATCHED
expected-content,genetics,lesson,genetics-mendelian-genetics-i-principles,,mendelian-genetics-i-principles,,MATCHED
expected-content,genetics,lesson,genetics-mendelian-genetics-ii-extensions,,mendelian-genetics-ii-extensions,,MATCHED
expected-content,genetics,lesson,genetics-sex-determination-and-sex-linked-inheritance,,sex-determination-and-sex-linked-inheritance,,MATCHED
expected-content,genetics,lesson,genetics-linkage-and-genetic-mapping,,linkage-and-genetic-mapping,,MATCHED
expected-content,genetics,lesson,genetics-dna-structure-and-replication,,dna-structure-and-replication,,MATCHED
expected-content,genetics,lesson,genetics-dna-repair-and-mutation,,dna-repair-and-mutation,,MATCHED
expected-content,genetics,lesson,genetics-gene-expression-transcription,,gene-expression-transcription,,MATCHED
expected-content,genetics,lesson,genetics-gene-expression-translation-and-genetic-code,,gene-expression-translation-and-genetic-code,,MATCHED
expected-content,genetics,lesson,genetics-gene-regulation-prokaryotes,,gene-regulation-prokaryotes,,MATCHED
expected-content,genetics,lesson,genetics-gene-regulation-eukaryotes-and-epigenetics,,gene-regulation-eukaryotes-and-epigenetics,,MATCHED
expected-content,genetics,lesson,genetics-recombinant-dna-technology-and-biotechnology,,recombinant-dna-technology-and-biotechnology,,MATCHED
expected-content,genetics,lesson,genetics-genomics-and-bioinformatics,,genomics-and-bioinformatics,,MATCHED
expected-content,genetics,lesson,genetics-population-genetics-and-evolution,,population-genetics-and-evolution,,MATCHED
expected-content,genetics,lesson,genetics-human-genetics-and-medical-applications,,human-genetics-and-medical-applications,,MATCHED
expected-content,genetics,note,genetics-introduction-to-genetics-and-history,content/genetics/notes/genetics-introduction-to-genetics-and-history.md,introduction-to-genetics-and-history,genetics|history,MATCHED
expected-content,genetics,note,genetics-cell-division-and-chromosomes,content/genetics/notes/genetics-cell-division-and-chromosomes.md,cell-division-and-chromosomes,cell|division|chromosomes,MATCHED
expected-content,genetics,note,genetics-mendelian-genetics-i-principles,content/genetics/notes/genetics-mendelian-genetics-i-principles.md,mendelian-genetics-i-principles,mendelian|genetics|principles,MATCHED
expected-content,genetics,note,genetics-mendelian-genetics-ii-extensions,content/genetics/notes/genetics-mendelian-genetics-ii-extensions.md,mendelian-genetics-ii-extensions,mendelian|genetics|extensions,MATCHED
expected-content,genetics,note,genetics-sex-determination-and-sex-linked-inheritance,content/genetics/notes/genetics-sex-determination-and-sex-linked-inheritance.md,sex-determination-and-sex-linked-inheritance,sex|determination|linked|inheritance,MATCHED
expected-content,genetics,note,genetics-linkage-and-genetic-mapping,content/genetics/notes/genetics-linkage-and-genetic-mapping.md,linkage-and-genetic-mapping,linkage|genetic|mapping,MATCHED
expected-content,genetics,note,genetics-dna-structure-and-replication,content/genetics/notes/genetics-dna-structure-and-replication.md,dna-structure-and-replication,dna|structure|replication,MATCHED
expected-content,genetics,note,genetics-dna-repair-and-mutation,content/genetics/notes/genetics-dna-repair-and-mutation.md,dna-repair-and-mutation,dna|repair|mutation,MATCHED
expected-content,genetics,note,genetics-gene-expression-transcription,content/genetics/notes/genetics-gene-expression-transcription.md,gene-expression-transcription,gene|expression|transcription,MATCHED
expected-content,genetics,note,genetics-gene-expression-translation-and-genetic-code,content/genetics/notes/genetics-gene-expression-translation-and-genetic-code.md,gene-expression-translation-and-genetic-code,gene|expression|translation|genetic|code,MATCHED
expected-content,genetics,note,genetics-gene-regulation-prokaryotes,content/genetics/notes/genetics-gene-regulation-prokaryotes.md,gene-regulation-prokaryotes,gene|regulation|prokaryotes,MATCHED
expected-content,genetics,note,genetics-gene-regulation-eukaryotes-and-epigenetics,content/genetics/notes/genetics-gene-regulation-eukaryotes-and-epigenetics.md,gene-regulation-eukaryotes-and-epigenetics,gene|regulation|eukaryotes|epigenetics,MATCHED
expected-content,genetics,note,genetics-recombinant-dna-technology-and-biotechnology,content/genetics/notes/genetics-recombinant-dna-technology-and-biotechnology.md,recombinant-dna-technology-and-biotechnology,recombinant|dna|technology|biotechnology,MATCHED
expected-content,genetics,note,genetics-genomics-and-bioinformatics,content/genetics/notes/genetics-genomics-and-bioinformatics.md,genomics-and-bioinformatics,genomics|bioinformatics,MATCHED
expected-content,genetics,note,genetics-population-genetics-and-evolution,content/genetics/notes/genetics-population-genetics-and-evolution.md,population-genetics-and-evolution,population|genetics|evolution,MATCHED
expected-content,genetics,note,genetics-human-genetics-and-medical-applications,content/genetics/notes/genetics-human-genetics-and-medical-applications.md,human-genetics-and-medical-applications,human|genetics|medical|applications,MATCHED
expected-content,genetics,question,genetics-introduction-to-genetics-and-history-0001,content/genetics/questions/genetics-introduction-to-genetics-and-history-0001.json,introduction-to-genetics-and-history,mendel|presentation|publication|dates,MATCHED
expected-content,genetics,question,genetics-introduction-to-genetics-and-history-0002,content/genetics/questions/genetics-introduction-to-genetics-and-history-0002.json,introduction-to-genetics-and-history,law|segregation,MATCHED
expected-content,genetics,question,genetics-introduction-to-genetics-and-history-0003,content/genetics/questions/genetics-introduction-to-genetics-and-history-0003.json,introduction-to-genetics-and-history,law|independent|assortment,MATCHED
expected-content,genetics,question,genetics-introduction-to-genetics-and-history-0004,content/genetics/questions/genetics-introduction-to-genetics-and-history-0004.json,introduction-to-genetics-and-history,morgan|1910|linked|white|eyes,MATCHED
expected-content,genetics,question,genetics-introduction-to-genetics-and-history-0005,content/genetics/questions/genetics-introduction-to-genetics-and-history-0005.json,introduction-to-genetics-and-history,model|organism|choice|linkage|mapping,MATCHED
expected-content,genetics,question,genetics-introduction-to-genetics-and-history-0006,content/genetics/questions/genetics-introduction-to-genetics-and-history-0006.json,introduction-to-genetics-and-history,watson|crick|1953|double|helix,MATCHED
expected-content,genetics,question,genetics-introduction-to-genetics-and-history-0007,content/genetics/questions/genetics-introduction-to-genetics-and-history-0007.json,introduction-to-genetics-and-history,human|genome|project|completion|2003,MATCHED
expected-content,genetics,question,genetics-introduction-to-genetics-and-history-0008,content/genetics/questions/genetics-introduction-to-genetics-and-history-0008.json,introduction-to-genetics-and-history,gamete|probability|product|rule,MATCHED
expected-content,genetics,question,genetics-introduction-to-genetics-and-history-0009,content/genetics/questions/genetics-introduction-to-genetics-and-history-0009.json,introduction-to-genetics-and-history,model|organism|cell|lineage|study,MATCHED
expected-content,genetics,question,genetics-introduction-to-genetics-and-history-0010,content/genetics/questions/genetics-introduction-to-genetics-and-history-0010.json,introduction-to-genetics-and-history,monohybrid|cross|phenotypic|ratio,MATCHED
expected-content,genetics,question,genetics-introduction-to-genetics-and-history-0011,content/genetics/questions/genetics-introduction-to-genetics-and-history-0011.json,introduction-to-genetics-and-history,genetics|history|ethics|debate,MATCHED
expected-content,genetics,question,genetics-introduction-to-genetics-and-history-0012,content/genetics/questions/genetics-introduction-to-genetics-and-history-0012.json,introduction-to-genetics-and-history,why|mendel|chose|pea,MATCHED
expected-content,genetics,question,genetics-cell-division-and-chromosomes-0001,content/genetics/questions/genetics-cell-division-and-chromosomes-0001.json,cell-division-and-chromosomes,dna|damage|checkpoint|response,MATCHED
expected-content,genetics,question,genetics-cell-division-and-chromosomes-0002,content/genetics/questions/genetics-cell-division-and-chromosomes-0002.json,cell-division-and-chromosomes,meiosis|outcome|human|cell,MATCHED
expected-content,genetics,question,genetics-cell-division-and-chromosomes-0003,content/genetics/questions/genetics-cell-division-and-chromosomes-0003.json,cell-division-and-chromosomes,nondisjunction|meiosis,MATCHED
expected-content,genetics,question,genetics-cell-division-and-chromosomes-0004,content/genetics/questions/genetics-cell-division-and-chromosomes-0004.json,cell-division-and-chromosomes,centromere|role|chromosome|movement,MATCHED
expected-content,genetics,question,genetics-cell-division-and-chromosomes-0005,content/genetics/questions/genetics-cell-division-and-chromosomes-0005.json,cell-division-and-chromosomes,karyotype|interpretation|xxy,MATCHED
expected-content,genetics,question,genetics-cell-division-and-chromosomes-0006,content/genetics/questions/genetics-cell-division-and-chromosomes-0006.json,cell-division-and-chromosomes,chromosome|number|after|mitosis,MATCHED
expected-content,genetics,question,genetics-cell-division-and-chromosomes-0007,content/genetics/questions/genetics-cell-division-and-chromosomes-0007.json,cell-division-and-chromosomes,telomere|template|component,MATCHED
expected-content,genetics,question,genetics-cell-division-and-chromosomes-0008,content/genetics/questions/genetics-cell-division-and-chromosomes-0008.json,cell-division-and-chromosomes,equational|division|identity,MATCHED
expected-content,genetics,question,genetics-cell-division-and-chromosomes-0009,content/genetics/questions/genetics-cell-division-and-chromosomes-0009.json,cell-division-and-chromosomes,cdk1|inhibition|cell|cycle|arrest,MATCHED
expected-content,genetics,question,genetics-cell-division-and-chromosomes-0010,content/genetics/questions/genetics-cell-division-and-chromosomes-0010.json,cell-division-and-chromosomes,trisomy|18|chromosome|count,MATCHED
expected-content,genetics,question,genetics-cell-division-and-chromosomes-0011,content/genetics/questions/genetics-cell-division-and-chromosomes-0011.json,cell-division-and-chromosomes,turner|syndrome|nondisjunction|origin,MATCHED
expected-content,genetics,question,genetics-cell-division-and-chromosomes-0012,content/genetics/questions/genetics-cell-division-and-chromosomes-0012.json,cell-division-and-chromosomes,event|unique|meiosis,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-i-principles-0001,content/genetics/questions/genetics-mendelian-genetics-i-principles-0001.json,mendelian-genetics-i-principles,monohybrid|cross|f2|phenotypic|ratio,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-i-principles-0002,content/genetics/questions/genetics-mendelian-genetics-i-principles-0002.json,mendelian-genetics-i-principles,product|rule|across|two|loci,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-i-principles-0003,content/genetics/questions/genetics-mendelian-genetics-i-principles-0003.json,mendelian-genetics-i-principles,purpose|test|cross,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-i-principles-0004,content/genetics/questions/genetics-mendelian-genetics-i-principles-0004.json,mendelian-genetics-i-principles,chi|square|degrees|freedom,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-i-principles-0005,content/genetics/questions/genetics-mendelian-genetics-i-principles-0005.json,mendelian-genetics-i-principles,chi|square|goodness|fit|value,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-i-principles-0006,content/genetics/questions/genetics-mendelian-genetics-i-principles-0006.json,mendelian-genetics-i-principles,dihybrid|cross|phenotypic|ratio,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-i-principles-0007,content/genetics/questions/genetics-mendelian-genetics-i-principles-0007.json,mendelian-genetics-i-principles,probability|specific|dihybrid|genotype,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-i-principles-0008,content/genetics/questions/genetics-mendelian-genetics-i-principles-0008.json,mendelian-genetics-i-principles,two|locus|test|cross|genotype,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-i-principles-0009,content/genetics/questions/genetics-mendelian-genetics-i-principles-0009.json,mendelian-genetics-i-principles,gamete|types|dihybrid,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-i-principles-0010,content/genetics/questions/genetics-mendelian-genetics-i-principles-0010.json,mendelian-genetics-i-principles,genotypic|versus|phenotypic|ratio,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-i-principles-0011,content/genetics/questions/genetics-mendelian-genetics-i-principles-0011.json,mendelian-genetics-i-principles,expected|count|dihybrid|class,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-i-principles-0012,content/genetics/questions/genetics-mendelian-genetics-i-principles-0012.json,mendelian-genetics-i-principles,sum|rule|homozygous|classes,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-ii-extensions-0001,content/genetics/questions/genetics-mendelian-genetics-ii-extensions-0001.json,mendelian-genetics-ii-extensions,incomplete|dominance|monohybrid|ratio,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-ii-extensions-0002,content/genetics/questions/genetics-mendelian-genetics-ii-extensions-0002.json,mendelian-genetics-ii-extensions,codominance|abo|blood|type|cross,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-ii-extensions-0003,content/genetics/questions/genetics-mendelian-genetics-ii-extensions-0003.json,mendelian-genetics-ii-extensions,abo|child|probability|calculation,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-ii-extensions-0004,content/genetics/questions/genetics-mendelian-genetics-ii-extensions-0004.json,mendelian-genetics-ii-extensions,recessive|epistasis|labrador|coat|color,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-ii-extensions-0005,content/genetics/questions/genetics-mendelian-genetics-ii-extensions-0005.json,mendelian-genetics-ii-extensions,duplicate|gene|action|ovoid|capsule|fraction,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-ii-extensions-0006,content/genetics/questions/genetics-mendelian-genetics-ii-extensions-0006.json,mendelian-genetics-ii-extensions,cumulative|duplicate|loci|squash|shape,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-ii-extensions-0007,content/genetics/questions/genetics-mendelian-genetics-ii-extensions-0007.json,mendelian-genetics-ii-extensions,lethal|allele|yellow|mouse|cross,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-ii-extensions-0008,content/genetics/questions/genetics-mendelian-genetics-ii-extensions-0008.json,mendelian-genetics-ii-extensions,penetrance|definition,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-ii-extensions-0009,content/genetics/questions/genetics-mendelian-genetics-ii-extensions-0009.json,mendelian-genetics-ii-extensions,variable|expressivity|neurofibromatosis,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-ii-extensions-0010,content/genetics/questions/genetics-mendelian-genetics-ii-extensions-0010.json,mendelian-genetics-ii-extensions,pleiotropy|marfan|syndrome,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-ii-extensions-0011,content/genetics/questions/genetics-mendelian-genetics-ii-extensions-0011.json,mendelian-genetics-ii-extensions,complementation|test|cross,MATCHED
expected-content,genetics,question,genetics-mendelian-genetics-ii-extensions-0012,content/genetics/questions/genetics-mendelian-genetics-ii-extensions-0012.json,mendelian-genetics-ii-extensions,abo|pedigree|parental|genotypes,MATCHED
expected-content,genetics,question,genetics-sex-determination-and-sex-linked-inheritance-0001,content/genetics/questions/genetics-sex-determination-and-sex-linked-inheritance-0001.json,sex-determination-and-sex-linked-inheritance,male|sex|determination|switch,MATCHED
expected-content,genetics,question,genetics-sex-determination-and-sex-linked-inheritance-0002,content/genetics/questions/genetics-sex-determination-and-sex-linked-inheritance-0002.json,sex-determination-and-sex-linked-inheritance,hemizygosity|at|linked|locus,MATCHED
expected-content,genetics,question,genetics-sex-determination-and-sex-linked-inheritance-0003,content/genetics/questions/genetics-sex-determination-and-sex-linked-inheritance-0003.json,sex-determination-and-sex-linked-inheritance,xist|barr|body,MATCHED
expected-content,genetics,question,genetics-sex-determination-and-sex-linked-inheritance-0004,content/genetics/questions/genetics-sex-determination-and-sex-linked-inheritance-0004.json,sex-determination-and-sex-linked-inheritance,carrier|mother|unaffected|father|sons,MATCHED
expected-content,genetics,question,genetics-sex-determination-and-sex-linked-inheritance-0005,content/genetics/questions/genetics-sex-determination-and-sex-linked-inheritance-0005.json,sex-determination-and-sex-linked-inheritance,linked|dominant|carrier|cross,MATCHED
expected-content,genetics,question,genetics-sex-determination-and-sex-linked-inheritance-0006,content/genetics/questions/genetics-sex-determination-and-sex-linked-inheritance-0006.json,sex-determination-and-sex-linked-inheritance,linked|father|son,MATCHED
expected-content,genetics,question,genetics-sex-determination-and-sex-linked-inheritance-0007,content/genetics/questions/genetics-sex-determination-and-sex-linked-inheritance-0007.json,sex-determination-and-sex-linked-inheritance,color|blindness|carrier|affected|father,MATCHED
expected-content,genetics,question,genetics-sex-determination-and-sex-linked-inheritance-0008,content/genetics/questions/genetics-sex-determination-and-sex-linked-inheritance-0008.json,sex-determination-and-sex-linked-inheritance,sex|influenced|wool|color|cross,MATCHED
expected-content,genetics,question,genetics-sex-determination-and-sex-linked-inheritance-0009,content/genetics/questions/genetics-sex-determination-and-sex-linked-inheritance-0009.json,sex-determination-and-sex-linked-inheritance,barr|body|count|klinefelter|syndrome,MATCHED
expected-content,genetics,question,genetics-sex-determination-and-sex-linked-inheritance-0010,content/genetics/questions/genetics-sex-determination-and-sex-linked-inheritance-0010.json,sex-determination-and-sex-linked-inheritance,obligate|carrier|first|son,MATCHED
expected-content,genetics,question,genetics-sex-determination-and-sex-linked-inheritance-0011,content/genetics/questions/genetics-sex-determination-and-sex-linked-inheritance-0011.json,sex-determination-and-sex-linked-inheritance,dmd|pedigree|carrier|probability,MATCHED
expected-content,genetics,question,genetics-sex-determination-and-sex-linked-inheritance-0012,content/genetics/questions/genetics-sex-determination-and-sex-linked-inheritance-0012.json,sex-determination-and-sex-linked-inheritance,linked|dominant|father|daughters,MATCHED
expected-content,genetics,question,genetics-linkage-and-genetic-mapping-0001,content/genetics/questions/genetics-linkage-and-genetic-mapping-0001.json,linkage-and-genetic-mapping,three|point|test|cross|gene|order,MATCHED
